County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)","Average Annual Count",Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Cheboygan County, Michigan(6)",26031,Rural,19.2 ,13.3, 27.2,N/A , N/A , N/A,8,stable,-0.7 ,-5.5, 4.2
"Mayes County, Oklahoma(6)",40097,Rural,19.2 ,13.7, 26.2,N/A , N/A , N/A,9,stable,1.1 ,-2.2, 4.5
"Lee County, North Carolina(6)",37105,Rural,19.1 ,14.8, 24.3,N/A , N/A , N/A,14,stable,-0.4 ,-2.7, 2.1
"Upson County, Georgia(7)",13293,Rural,19.1 ,13.1, 27.1,N/A , N/A , N/A,7,stable,2.1 ,-2.1, 7.1
"Denver County, Colorado(6)",08031,Urban,19.1 ,17.7, 20.7,N/A , N/A , N/A,136,stable,0.7 ,-0.8, 2.4
"Lake County, Montana(6)",30047,Rural,19.1 ,13.5, 26.5,N/A , N/A , N/A,9,rising,11.5 ,1.0, 26.4
"Montgomery County, Pennsylvania(6)",42091,Urban,19.1 ,17.9, 20.3,N/A , N/A , N/A,211,falling,-18.4 ,-25.8, -12.1
"Leon County, Florida(6)",12073,Urban,19.1 ,16.8, 21.6,N/A , N/A , N/A,56,stable,-1.7 ,-4.0, 0.7
"Franklin County, New York(7)",36033,Rural,19.1 ,14.4, 24.9,N/A , N/A , N/A,12,stable,-0.6 ,-4.4, 3.2
"Denton County, Texas(7)",48121,Urban,19 ,17.7, 20.4,N/A , N/A , N/A,163,rising,1.9 ,0.9, 3.3
"Jefferson County, Florida(6)",12065,Urban,19 ,10.8, 31.6,N/A , N/A , N/A,4,stable,14.8 ,-25.0, 65.7
"Susquehanna County, Pennsylvania(6)",42115,Rural,19 ,14.1, 25.3,N/A , N/A , N/A,12,stable,-6.3 ,-17.4, 4.3
"Dickson County, Tennessee(6)",47043,Urban,19 ,14.4, 24.7,N/A , N/A , N/A,12,stable,2.8 ,-1.6, 8.2
"Henry County, Tennessee(6)",47079,Rural,19 ,13.4, 26.4,N/A , N/A , N/A,9,stable,2.5 ,-1.9, 7.9
"Carter County, Oklahoma(6)",40019,Rural,19 ,14.2, 25,N/A , N/A , N/A,11,stable,-18.4 ,-48.1, 2.5
"Jackson Parish, Louisiana(7)",22049,Rural,19 ,11.4, 30.3,N/A , N/A , N/A,4,*,*,*,*
"Okmulgee County, Oklahoma(6)",40111,Urban,19 ,13.5, 26.1,N/A , N/A , N/A,8,stable,3.0 ,-1.1, 8.0
"Fulton County, New York(7)",36035,Rural,19 ,14.5, 24.5,N/A , N/A , N/A,14,rising,3.2 ,1.0, 5.8
"Venango County, Pennsylvania(6)",42121,Rural,19 ,14.4, 24.7,N/A , N/A , N/A,14,stable,0.4 ,-1.9, 2.8
"Bradford County, Florida(6)",12007,Rural,19 ,13.1, 26.8,N/A , N/A , N/A,7,stable,2.8 ,-2.2, 9.1
"Cascade County, Montana(6)",30013,Urban,19 ,15.3, 23.3,N/A , N/A , N/A,20,stable,2.4 ,-0.8, 6.4
"Calcasieu Parish, Louisiana(7)",22019,Urban,19 ,16.5, 21.7,N/A , N/A , N/A,45,rising,1.7 ,0.1, 3.3
"Itawamba County, Mississippi(6)",28057,Rural,18.9 ,12.5, 27.8,N/A , N/A , N/A,6,stable,-1.1 ,-5.8, 3.6
"Lake County, Michigan(6)",26085,Rural,18.9 ,10.1, 33.3,N/A , N/A , N/A,3,*,*,*,*
"Catoosa County, Georgia(7)",13047,Urban,18.9 ,14.9, 23.8,N/A , N/A , N/A,16,stable,0.0 ,-2.2, 2.5
"Garland County, Arkansas(6)",05051,Urban,18.9 ,15.7, 22.7,N/A , N/A , N/A,28,stable,1.4 ,-2.3, 5.6
"Bradford County, Pennsylvania(6)",42015,Rural,18.9 ,14.9, 23.8,N/A , N/A , N/A,17,falling,-6.5 ,-23.9, -0.2
"Harrisonburg City, Virginia(6)",51660,Urban,18.9 ,13.2, 26.1,N/A , N/A , N/A,8,stable,0.1 ,-2.6, 3.2
"Collin County, Texas(7)",48085,Urban,18.9 ,17.7, 20.2,N/A , N/A , N/A,187,rising,2.3 ,1.1, 3.9
"Lavaca County, Texas(7)",48285,Rural,18.9 ,11.9, 28.8,N/A , N/A , N/A,5,rising,4.8 ,0.5, 10.4
"Converse County, Wyoming(6)",56009,Rural,18.9 ,10.5, 31.6,N/A , N/A , N/A,3,*,*,*,*
"Henry County, Virginia(6)",51089,Rural,18.8 ,14.1, 24.8,N/A , N/A , N/A,13,stable,1.2 ,-2.1, 4.5
"Pierce County, Wisconsin(6)",55093,Urban,18.8 ,13.5, 25.7,N/A , N/A , N/A,9,stable,-6.0 ,-30.4, 3.0
"Fayette County, West Virginia(6)",54019,Urban,18.8 ,14, 24.9,N/A , N/A , N/A,11,rising,4.1 ,1.3, 7.5
"Otsego County, Michigan(6)",26137,Rural,18.8 ,12.3, 27.7,N/A , N/A , N/A,6,falling,-5.9 ,-28.1, -1.1
"Escambia County, Alabama(6)",01053,Rural,18.8 ,13.5, 25.6,N/A , N/A , N/A,9,rising,3.3 ,0.1, 7.0
"Madison County, Arkansas(6)",05087,Urban,18.8 ,11.5, 29.4,N/A , N/A , N/A,4,*,*,*,*
"Windham County, Connecticut(7)",09015,Urban,18.8 ,15.6, 22.4,N/A , N/A , N/A,27,stable,0.9 ,-0.2, 2.1
"Baxter County, Arkansas(6)",05005,Rural,18.7 ,14.2, 24.6,N/A , N/A , N/A,15,stable,-2.4 ,-5.7, 1.0
"Le Flore County, Oklahoma(6)",40079,Rural,18.7 ,14, 24.7,N/A , N/A , N/A,11,stable,2.4 ,-1.2, 6.7
"DeKalb County, Alabama(6)",01049,Rural,18.7 ,14.8, 23.4,N/A , N/A , N/A,17,stable,1.6 ,-0.7, 4.2
"Tarrant County, Texas(7)",48439,Urban,18.7 ,17.9, 19.6,N/A , N/A , N/A,381,stable,0.2 ,-2.0, 1.3
"Brooke County, West Virginia(6)",54009,Urban,18.7 ,12.4, 27.5,N/A , N/A , N/A,6,stable,3.4 ,-1.2, 9.3
"Duplin County, North Carolina(6)",37061,Rural,18.7 ,14, 24.6,N/A , N/A , N/A,12,stable,2.6 ,-0.7, 6.5
"Monroe County, Michigan(6)",26115,Urban,18.7 ,16, 21.8,N/A , N/A , N/A,37,stable,1.3 ,-1.8, 4.6
"Buchanan County, Iowa(7)",19019,Rural,18.7 ,11.4, 28.9,N/A , N/A , N/A,4,stable,-1.2 ,-4.3, 2.0
"Neshoba County, Mississippi(6)",28099,Rural,18.7 ,12.5, 27,N/A , N/A , N/A,6,stable,-5.9 ,-44.0, 3.2
"Bibb County, Georgia(7)",13021,Urban,18.7 ,15.9, 21.8,N/A , N/A , N/A,35,falling,-6.3 ,-16.0, -1.0
"Essex County, Massachusetts(7)",25009,Urban,18.7 ,17.5, 19.9,N/A , N/A , N/A,191,falling,-15.7 ,-31.1, -1.6
"Craig County, Oklahoma(6)",40035,Rural,18.7 ,10.5, 31,N/A , N/A , N/A,3,stable,-3.5 ,-9.8, 2.4
"Oswego County, New York(7)",36075,Urban,18.7 ,15.5, 22.4,N/A , N/A , N/A,26,rising,2.2 ,0.7, 3.9
"Big Horn County, Wyoming(6)",56003,Rural,18.7 ,10.2, 32,N/A , N/A , N/A,3,stable,1.0 ,-4.5, 7.8
"Erie County, Pennsylvania(6)",42049,Urban,18.7 ,16.6, 21,N/A , N/A , N/A,63,stable,1.9 ,0.0, 3.8
"Clay County, Alabama(6)",01027,Rural,18.7 ,11.3, 29.7,N/A , N/A , N/A,4,*,*,*,*
"Jefferson County, Missouri(6)",29099,Urban,18.6 ,16.3, 21.2,N/A , N/A , N/A,50,stable,-1.3 ,-4.3, 0.0
"Kern County, California(7)",06029,Urban,18.6 ,17.3, 20,N/A , N/A , N/A,152,stable,2.6 ,-0.7, 10.4
"Pontotoc County, Mississippi(6)",28115,Rural,18.6 ,12.5, 26.6,N/A , N/A , N/A,6,rising,6.9 ,0.8, 20.5
"Lubbock County, Texas(7)",48303,Urban,18.6 ,16.4, 21,N/A , N/A , N/A,54,rising,21.6 ,11.2, 33.9
"George County, Mississippi(6)",28039,Rural,18.6 ,11.5, 28.3,N/A , N/A , N/A,4,stable,-25.6 ,-54.3, 3.8
"Lexington County, South Carolina(6)",45063,Urban,18.6 ,16.5, 20.8,N/A , N/A , N/A,65,falling,-11.9 ,-22.7, -0.7
"East Feliciana Parish, Louisiana(7)",22037,Urban,18.5 ,11.6, 28.5,N/A , N/A , N/A,5,*,*,*,*
"Franklin County, Georgia(7)",13119,Rural,18.5 ,12.4, 26.9,N/A , N/A , N/A,6,stable,1.9 ,-1.2, 5.8
"Orange County, Texas(7)",48361,Urban,18.5 ,14.8, 22.9,N/A , N/A , N/A,18,stable,-0.6 ,-2.4, 1.2
"Potter County, Pennsylvania(6)",42105,Rural,18.5 ,10.9, 29.8,N/A , N/A , N/A,4,stable,3.2 ,-2.8, 11.1
"Jasper County, Texas(7)",48241,Rural,18.5 ,12.4, 26.5,N/A , N/A , N/A,7,stable,0.6 ,-2.6, 3.7
"Clarke County, Virginia(6)",51043,Urban,18.5 ,11.1, 29.8,N/A , N/A , N/A,4,*,*,*,*
"Tazewell County, Virginia(6)",51185,Rural,18.5 ,13.4, 24.9,N/A , N/A , N/A,10,stable,0.0 ,-3.0, 3.1
"Gila County, Arizona(6)",04007,Rural,18.5 ,14.5, 23.4,N/A , N/A , N/A,19,rising,2.8 ,0.3, 5.9
"Bandera County, Texas(7)",48019,Urban,18.5 ,12, 27.8,N/A , N/A , N/A,7,stable,0.5 ,-3.5, 4.9
"Roseau County, Minnesota(6)",27135,Rural,18.5 ,10.4, 30.5,N/A , N/A , N/A,3,*,*,*,*
"Aitkin County, Minnesota(6)",27001,Rural,18.5 ,11.9, 28.8,N/A , N/A , N/A,7,*,*,*,*
"Curry County, Oregon(6)",41015,Rural,18.4 ,11.5, 28.4,N/A , N/A , N/A,7,stable,0.0 ,-5.4, 6.4
"Evangeline Parish, Louisiana(7)",22039,Rural,18.4 ,12.6, 26,N/A , N/A , N/A,7,*,*,*,*
"Tate County, Mississippi(6)",28137,Urban,18.4 ,12, 27,N/A , N/A , N/A,6,*,*,*,*
"Fremont County, Colorado(6)",08043,Rural,18.4 ,14, 23.9,N/A , N/A , N/A,13,falling,-19.9 ,-39.0, -1.5
"Colleton County, South Carolina(6)",45029,Rural,18.4 ,13.1, 25.3,N/A , N/A , N/A,9,stable,0.9 ,-3.3, 5.2
"Wilson County, Tennessee(6)",47189,Urban,18.4 ,15.5, 21.7,N/A , N/A , N/A,30,stable,1.0 ,-2.2, 4.7
"Elk County, Pennsylvania(6)",42047,Rural,18.4 ,12.8, 25.8,N/A , N/A , N/A,8,stable,-1.1 ,-12.0, 3.2
"Wood County, Texas(7)",48499,Rural,18.4 ,13.5, 24.6,N/A , N/A , N/A,13,stable,3.0 ,-0.2, 7.0
"Kay County, Oklahoma(6)",40071,Rural,18.4 ,13.3, 24.8,N/A , N/A , N/A,10,stable,-0.6 ,-4.3, 3.1
"Grant County, Arkansas(6)",05053,Urban,18.4 ,11.1, 28.9,N/A , N/A , N/A,4,stable,-0.6 ,-6.9, 6.2
"Coffee County, Georgia(7)",13069,Rural,18.4 ,13.2, 25,N/A , N/A , N/A,9,*,*,*,*
"Fresno County, California(7)",06019,Urban,18.4 ,17.2, 19.6,N/A , N/A , N/A,178,rising,2.5 ,1.6, 3.6
"Anson County, North Carolina(6)",37007,Urban,18.4 ,11.8, 27.5,N/A , N/A , N/A,5,rising,5.7 ,1.4, 11.3
"Klickitat County, Washington(6)",53039,Rural,18.4 ,11.7, 27.6,N/A , N/A , N/A,6,stable,1.5 ,-3.2, 7.3
"Kalkaska County, Michigan(6)",26079,Urban,18.3 ,11.2, 28.8,N/A , N/A , N/A,5,stable,-0.3 ,-4.5, 4.7
"Wayne County, Pennsylvania(6)",42127,Rural,18.3 ,14.4, 23.3,N/A , N/A , N/A,16,stable,3.7 ,-0.3, 8.8
"Crawford County, Missouri(6)",29055,Rural,18.3 ,11.9, 27.3,N/A , N/A , N/A,6,stable,1.1 ,-2.7, 5.2
"Grenada County, Mississippi(6)",28043,Rural,18.3 ,11.1, 28.5,N/A , N/A , N/A,4,stable,0.6 ,-3.2, 4.6
"Beaufort County, North Carolina(6)",37013,Rural,18.3 ,13.7, 24.1,N/A , N/A , N/A,13,stable,-2.4 ,-5.9, 1.0
"Appling County, Georgia(7)",13001,Rural,18.3 ,10.7, 29.2,N/A , N/A , N/A,4,*,*,*,*
"Dawson County, Nebraska(6)",31047,Rural,18.3 ,11.9, 27,N/A , N/A , N/A,5,stable,2.0 ,-3.1, 8.2
"Hartford County, Connecticut(7)",09003,Urban,18.3 ,17.1, 19.5,N/A , N/A , N/A,207,falling,-2.6 ,-4.3, -1.5
"Preston County, West Virginia(6)",54077,Urban,18.3 ,12.9, 25.2,N/A , N/A , N/A,8,rising,4.0 ,0.9, 8.1
"Clarendon County, South Carolina(6)",45027,Rural,18.3 ,12.3, 26.2,N/A , N/A , N/A,8,stable,0.3 ,-4.1, 4.8
"Honolulu County, Hawaii(7)",15003,Urban,18.2 ,17.2, 19.3,N/A , N/A , N/A,233,rising,1.4 ,0.2, 2.6
"Osceola County, Michigan(6)",26133,Rural,18.2 ,11.8, 27.1,N/A , N/A , N/A,6,stable,2.2 ,-2.5, 7.4
"Newton County, Missouri(6)",29145,Urban,18.2 ,14, 23.3,N/A , N/A , N/A,14,stable,8.8 ,-0.5, 31.3
"Ulster County, New York(7)",36111,Urban,18.2 ,15.8, 20.8,N/A , N/A , N/A,46,stable,0.9 ,-0.6, 2.6
"Union County, Tennessee(6)",47173,Urban,18.1 ,11.3, 27.9,N/A , N/A , N/A,5,rising,4.1 ,0.2, 9.4
"Grady County, Georgia(7)",13131,Rural,18.1 ,11.9, 26.6,N/A , N/A , N/A,6,stable,-1.3 ,-6.3, 3.6
"Sanders County, Montana(6)",30089,Rural,18.1 ,9.4, 32.4,N/A , N/A , N/A,4,*,*,*,*
"Nash County, North Carolina(6)",37127,Urban,18.1 ,14.8, 22,N/A , N/A , N/A,23,stable,0.4 ,-2.0, 3.1
"Harrison County, Texas(7)",48203,Urban,18.1 ,14, 23.1,N/A , N/A , N/A,14,rising,4.0 ,1.2, 7.4
"Warren County, Missouri(6)",29219,Urban,18.1 ,12.7, 25.1,N/A , N/A , N/A,8,stable,0.4 ,-3.9, 5.1
"DeKalb County, Tennessee(6)",47041,Rural,18 ,11.1, 28,N/A , N/A , N/A,4,stable,0.6 ,-4.2, 6.5
"Pike County, Pennsylvania(6)",42103,Rural,18 ,14.4, 22.5,N/A , N/A , N/A,19,stable,0.3 ,-2.3, 3.5
"Bryan County, Oklahoma(6)",40013,Rural,18 ,13, 24.3,N/A , N/A , N/A,9,stable,-4.9 ,-19.8, 1.2
"Perry County, Missouri(6)",29157,Rural,18 ,10.7, 28.5,N/A , N/A , N/A,4,*,*,*,*
"Morgan County, Tennessee(6)",47129,Urban,18 ,11.5, 27.3,N/A , N/A , N/A,5,*,*,*,*
"Logan County, West Virginia(6)",54045,Rural,18 ,12.4, 25.3,N/A , N/A , N/A,8,stable,1.0 ,-2.8, 5.0
"Mecosta County, Michigan(6)",26107,Rural,17.9 ,12.6, 24.8,N/A , N/A , N/A,9,stable,-1.3 ,-6.7, 4.3
"Skamania County, Washington(6)",53059,Urban,17.9 ,10.1, 30.7,N/A , N/A , N/A,3,*,*,*,*
"Greene County, Missouri(6)",29077,Urban,17.9 ,15.9, 20.2,N/A , N/A , N/A,58,stable,0.5 ,-1.2, 2.4
"Linn County, Oregon(6)",41043,Urban,17.9 ,15, 21.3,N/A , N/A , N/A,28,stable,-1.0 ,-3.3, 1.3
"Schenectady County, New York(7)",36093,Urban,17.9 ,15.3, 20.9,N/A , N/A , N/A,35,stable,12.0 ,-0.8, 21.2
"Alpena County, Michigan(6)",26007,Rural,17.9 ,12.8, 24.9,N/A , N/A , N/A,9,stable,-1.0 ,-4.5, 2.8
"Troup County, Georgia(7)",13285,Rural,17.9 ,13.9, 22.8,N/A , N/A , N/A,14,stable,0.6 ,-2.9, 4.2
"Teller County, Colorado(6)",08119,Urban,17.9 ,11.4, 27.2,N/A , N/A , N/A,7,stable,-2.7 ,-7.9, 2.5
"Hood River County, Oregon(6)",41027,Rural,17.9 ,11.6, 26.7,N/A , N/A , N/A,5,stable,-1.8 ,-5.9, 2.5
"Douglas County, Georgia(7)",13097,Urban,17.9 ,14.8, 21.5,N/A , N/A , N/A,25,stable,-1.6 ,-3.1, 0.1
"Muskogee County, Oklahoma(6)",40101,Rural,17.9 ,13.9, 22.7,N/A , N/A , N/A,15,stable,0.8 ,-1.8, 3.6
"Orange County, New York(7)",36071,Urban,17.9 ,16.1, 19.8,N/A , N/A , N/A,78,rising,2.6 ,1.2, 4.4
"Humboldt County, Nevada(6)",32013,Rural,17.9 ,10.1, 29.3,N/A , N/A , N/A,3,*,*,*,*
"Holmes County, Florida(6)",12059,Rural,17.9 ,11, 27.7,N/A , N/A , N/A,4,stable,4.6 ,-1.1, 12.7
"Butler County, Alabama(6)",01013,Rural,17.9 ,11, 27.6,N/A , N/A , N/A,5,stable,1.3 ,-4.1, 7.5
"Randolph County, Alabama(6)",01111,Rural,17.9 ,11.2, 27.2,N/A , N/A , N/A,5,stable,-0.2 ,-4.8, 4.5
"Taos County, New Mexico(7)",35055,Rural,17.8 ,12.7, 24.7,N/A , N/A , N/A,9,*,*,*,*
"Lawrence County, Missouri(6)",29109,Rural,17.8 ,12.6, 24.6,N/A , N/A , N/A,8,stable,1.7 ,-2.3, 6.1
"Kent County, Rhode Island(6)",44003,Urban,17.8 ,15.4, 20.7,N/A , N/A , N/A,41,falling,-9.4 ,-18.3, -5.1
"Little River County, Arkansas(6)",05081,Urban,17.8 ,9.9, 30.4,N/A , N/A , N/A,3,*,*,*,*
"Paulding County, Georgia(7)",13223,Urban,17.8 ,14.9, 21.1,N/A , N/A , N/A,29,falling,-7.0 ,-18.8, -4.0
"Adair County, Kentucky(7)",21001,Rural,17.8 ,10.7, 28,N/A , N/A , N/A,4,stable,1.6 ,-2.2, 6.1
"Hardin County, Texas(7)",48199,Urban,17.8 ,13.3, 23.3,N/A , N/A , N/A,11,stable,-0.2 ,-4.1, 3.9
"Hart County, Georgia(7)",13147,Rural,17.8 ,12, 25.6,N/A , N/A , N/A,7,stable,2.1 ,-1.4, 6.7
"Hampton City, Virginia(6)",51650,Urban,17.8 ,14.9, 21.1,N/A , N/A , N/A,29,stable,-0.3 ,-2.7, 2.0
"Falls County, Texas(7)",48145,Urban,17.8 ,10.7, 28.1,N/A , N/A , N/A,4,*,*,*,*
"Larue County, Kentucky(7)",21123,Urban,17.8 ,10, 29.4,N/A , N/A , N/A,3,*,*,*,*
"Bladen County, North Carolina(6)",37017,Rural,17.7 ,12.2, 25.2,N/A , N/A , N/A,7,stable,2.6 ,-0.7, 6.6
"Columbia County, New York(7)",36021,Rural,17.7 ,14, 22.3,N/A , N/A , N/A,18,stable,1.1 ,-1.4, 4.0
"Clay County, Missouri(6)",29047,Urban,17.7 ,15.5, 20.2,N/A , N/A , N/A,48,stable,-0.2 ,-2.6, 2.4
"Franklin County, Maine(6)",23007,Rural,17.7 ,12.3, 25,N/A , N/A , N/A,8,stable,0.3 ,-4.6, 6.0
"Winchester City, Virginia(6)",51840,Urban,17.7 ,11.6, 25.9,N/A , N/A , N/A,6,stable,-0.6 ,-4.6, 3.5
"Burleson County, Texas(7)",48051,Urban,17.7 ,10.2, 28.7,N/A , N/A , N/A,4,*,*,*,*
"Chilton County, Alabama(6)",01021,Urban,17.7 ,13, 23.7,N/A , N/A , N/A,10,stable,-2.6 ,-6.7, 1.2
"Gray County, Texas(7)",48179,Rural,17.7 ,11.1, 26.9,N/A , N/A , N/A,5,*,*,*,*
"Bulloch County, Georgia(7)",13031,Rural,17.7 ,13.5, 22.7,N/A , N/A , N/A,13,rising,2.8 ,0.1, 6.3
"Columbia County, Florida(6)",12023,Rural,17.7 ,13.8, 22.3,N/A , N/A , N/A,16,stable,-0.4 ,-3.9, 3.4
"San Joaquin County, California(7)",06077,Urban,17.7 ,16.4, 19,N/A , N/A , N/A,140,rising,2.5 ,1.5, 3.7
"Washington County, Pennsylvania(6)",42125,Urban,17.7 ,15.4, 20.2,N/A , N/A , N/A,49,stable,-5.8 ,-21.6, 1.3
"Greene County, Pennsylvania(6)",42059,Rural,17.6 ,12.3, 24.6,N/A , N/A , N/A,8,stable,1.5 ,-3.1, 6.3
"Tipton County, Tennessee(6)",47167,Urban,17.6 ,13.2, 23,N/A , N/A , N/A,12,stable,1.8 ,-2.9, 7.2
"Lauderdale County, Mississippi(6)",28075,Rural,17.6 ,13.8, 22.1,N/A , N/A , N/A,16,stable,-14.1 ,-40.7, 1.7
"Grant County, New Mexico(7)",35017,Rural,17.5 ,11.7, 25.6,N/A , N/A , N/A,7,stable,0.8 ,-1.3, 3.1
"Brooks County, Georgia(7)",13027,Urban,17.5 ,10.5, 28,N/A , N/A , N/A,4,*,*,*,*
"Payette County, Idaho(7)",16075,Rural,17.5 ,11.3, 26,N/A , N/A , N/A,5,*,*,*,*
"Hardin County, Ohio(6)",39065,Rural,17.5 ,11.7, 25.2,N/A , N/A , N/A,6,stable,0.5 ,-2.9, 4.1
"Cherokee County, Alabama(6)",01019,Rural,17.5 ,11.4, 25.9,N/A , N/A , N/A,6,stable,2.4 ,-2.6, 8.4
"Genesee County, Michigan(6)",26049,Urban,17.5 ,15.8, 19.3,N/A , N/A , N/A,86,stable,-0.6 ,-2.2, 1.0
"Pittsburg County, Oklahoma(6)",40121,Rural,17.5 ,12.7, 23.5,N/A , N/A , N/A,10,stable,1.1 ,-1.6, 3.9
"Oceana County, Michigan(6)",26127,Rural,17.5 ,11.8, 25.2,N/A , N/A , N/A,7,stable,0.0 ,-5.2, 5.4
"Clay County, North Carolina(6)",37043,Rural,17.5 ,9.6, 31,N/A , N/A , N/A,4,*,*,*,*
"Cass County, Missouri(6)",29037,Urban,17.4 ,14.2, 21.2,N/A , N/A , N/A,22,stable,1.2 ,-1.1, 3.8
"Wright County, Missouri(6)",29229,Rural,17.4 ,10.5, 27.5,N/A , N/A , N/A,4,*,*,*,*
"Crawford County, Michigan(6)",26039,Rural,17.4 ,10, 29.3,N/A , N/A , N/A,4,*,*,*,*
"Jackson County, Oregon(6)",41029,Urban,17.4 ,15.3, 19.8,N/A , N/A , N/A,55,falling,-3.8 ,-6.1, -1.7
"Anchorage Borough, Alaska(6)",02020,Urban,17.4 ,15.3, 19.8,N/A , N/A , N/A,51,stable,4.4 ,-6.5, 16.2
"Alleghany County, North Carolina(6)",37005,Rural,17.4 ,9.9, 30.2,N/A , N/A , N/A,3,stable,0.6 ,-6.0, 8.7
"Lincoln County, Tennessee(6)",47103,Rural,17.4 ,12.1, 24.3,N/A , N/A , N/A,8,stable,2.0 ,-1.5, 6.1
"Stone County, Missouri(6)",29209,Rural,17.4 ,11.3, 25.7,N/A , N/A , N/A,7,stable,-0.4 ,-4.8, 4.1
"Lynchburg City, Virginia(6)",51680,Urban,17.4 ,13.4, 22.2,N/A , N/A , N/A,14,stable,0.2 ,-3.2, 3.7
"New Haven County, Connecticut(7)",09009,Urban,17.4 ,16.3, 18.6,N/A , N/A , N/A,192,stable,0.0 ,-0.8, 1.4
"Sutter County, California(7)",06101,Urban,17.4 ,14, 21.4,N/A , N/A , N/A,19,stable,-0.1 ,-2.5, 2.6
"Burnet County, Texas(7)",48053,Rural,17.4 ,12.9, 23,N/A , N/A , N/A,12,stable,-2.3 ,-4.6, 0.0
"Green Lake County, Wisconsin(6)",55047,Rural,17.3 ,11.4, 26,N/A , N/A , N/A,6,falling,-16.4 ,-38.0, -2.5
"DeSoto County, Mississippi(6)",28033,Urban,17.3 ,14.7, 20.3,N/A , N/A , N/A,32,stable,3.5 ,-0.1, 8.5
"Caldwell County, Kentucky(7)",21033,Rural,17.3 ,10.2, 28.5,N/A , N/A , N/A,4,stable,-0.3 ,-5.6, 5.3
"Richmond City, Virginia(6)",51760,Urban,17.3 ,14.9, 19.9,N/A , N/A , N/A,42,stable,1.5 ,-0.7, 3.9
"Berrien County, Georgia(7)",13019,Rural,17.3 ,10.2, 27.5,N/A , N/A , N/A,4,*,*,*,*
"Suwannee County, Florida(6)",12121,Rural,17.3 ,12.6, 23.2,N/A , N/A , N/A,10,stable,1.3 ,-3.1, 6.3
"Brazos County, Texas(7)",48041,Urban,17.3 ,14.5, 20.3,N/A , N/A , N/A,29,stable,-0.1 ,-1.6, 1.6
"El Paso County, Colorado(6)",08041,Urban,17.3 ,15.9, 18.7,N/A , N/A , N/A,129,falling,-12.1 ,-19.1, -7.9
"Harrison County, West Virginia(6)",54033,Rural,17.2 ,13.4, 21.9,N/A , N/A , N/A,15,stable,-0.3 ,-5.2, 4.7
"Kershaw County, South Carolina(6)",45055,Urban,17.2 ,13.3, 21.9,N/A , N/A , N/A,15,stable,0.7 ,-1.4, 6.7
"DeKalb County, Georgia(7)",13089,Urban,17.2 ,15.9, 18.6,N/A , N/A , N/A,131,falling,-9.2 ,-16.1, -0.7
"Audrain County, Missouri(6)",29007,Rural,17.2 ,10.8, 26,N/A , N/A , N/A,5,stable,-2.3 ,-8.3, 3.1
"Rapides Parish, Louisiana(7)",22079,Urban,17.2 ,14.3, 20.6,N/A , N/A , N/A,26,rising,3.6 ,1.4, 6.3
"Delaware County, Pennsylvania(6)",42045,Urban,17.2 ,15.8, 18.7,N/A , N/A , N/A,119,falling,-13.1 ,-23.8, -7.3
"Westchester County, New York(7)",36119,Urban,17.2 ,16.1, 18.2,N/A , N/A , N/A,222,falling,-4.0 ,-12.3, -0.6
"Stoddard County, Missouri(6)",29207,Rural,17.1 ,11.6, 24.5,N/A , N/A , N/A,7,stable,0.8 ,-2.7, 4.6
"Harlan County, Kentucky(7)",21095,Rural,17.1 ,11.4, 24.8,N/A , N/A , N/A,6,stable,1.1 ,-1.5, 3.9
"Vernon Parish, Louisiana(7)",22115,Rural,17.1 ,12, 23.5,N/A , N/A , N/A,8,*,*,*,*
"Floyd County, Georgia(7)",13115,Urban,17.1 ,13.8, 20.8,N/A , N/A , N/A,20,stable,0.9 ,-1.1, 3.3
"San Bernardino County, California(7)",06071,Urban,17 ,16.2, 17.9,N/A , N/A , N/A,355,stable,0.1 ,-0.6, 0.8
"Morehouse Parish, Louisiana(7)",22067,Urban,17 ,10.7, 25.7,N/A , N/A , N/A,5,stable,3.6 ,-0.1, 7.8
"McCurtain County, Oklahoma(6)",40089,Rural,17 ,11.5, 24.5,N/A , N/A , N/A,6,stable,2.9 ,-1.4, 7.8
"Prince Edward County, Virginia(6)",51147,Rural,17 ,9.4, 28.2,N/A , N/A , N/A,3,*,*,*,*
"Travis County, Texas(7)",48453,Urban,17 ,15.9, 18.2,N/A , N/A , N/A,198,stable,2.8 ,-0.5, 10.5
"Meade County, South Dakota(6)",46093,Urban,17 ,11.1, 25,N/A , N/A , N/A,6,stable,0.8 ,-3.3, 5.7
"Calhoun County, Michigan(6)",26025,Urban,17 ,14.2, 20.2,N/A , N/A , N/A,28,stable,-1.1 ,-2.7, 0.4
"Washington County, Alabama(6)",01129,Rural,17 ,9.8, 27.9,N/A , N/A , N/A,4,stable,1.7 ,-2.7, 7.0
"Wapello County, Iowa(7)",19179,Rural,17 ,11.8, 23.8,N/A , N/A , N/A,8,stable,-1.3 ,-6.6, 0.4
